incident_id,start_date,end_date,n_days,lat_first,lon_first,mean_temp_max,temp_max_max,temp_max_min,mean_temp_min,temp_min_max,temp_min_min,rh_max_mean,rh_max_max,rh_max_min,rh_min_mean,rh_min_max,rh_min_min,precip_sum_mean,precip_sum_max,precip_sum_min,rain_sum_mean,rain_sum_max,rain_sum_min,precip_hours_mean,precip_hours_max,precip_hours_min,wind_max_mean,wind_max_max,wind_max_min,gust_max_mean,gust_max_max,gust_max_min,wind_dir_mean,wind_dir_max,wind_dir_min,radiation_mean,radiation_max,radiation_min,sunshine_mean,sunshine_max,sunshine_min,et0_mean,et0_max,et0_min,dry_day_sum,high_wind_sum
2022_01_0067400,2022-07-25,2022-07-25,1,40.8617929999034,-8.42658699989319,29.0,29.0,29.0,13.8,13.8,13.8,96.0,96,96,40.0,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,16.8,16.8,43.9,43.9,43.9,358.0,358,358,28.22,28.22,28.22,48004.96,48004.96,48004.96,5.71,5.71,5.71,1,0
2022_01_0078608,2022-08-28,2022-08-28,1,40.5770030000475,-8.57600900014242,26.5,26.5,26.5,14.8,14.8,14.8,100.0,100,100,49.0,49,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,15.2,15.2,34.9,34.9,34.9,297.0,297,297,22.2,22.2,22.2,43601.3,43601.3,43601.3,4.35,4.35,4.35,1,0
2022_02_0016962,2022-07-07,2022-07-07,1,38.0152777777778,-7.54444444444444,38.3,38.3,38.3,19.6,19.6,19.6,85.0,85,85,15.0,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,13.6,13.6,24.8,24.8,24.8,300.0,300,300,29.69,29.69,29.69,47927.54,47927.54,47927.54,6.98,6.98,6.98,1,0
2022_02_0017430,2022-07-12,2022-07-13,2,37.9897222222222,-7.34111111111111,41.45,42.6,40.3,23.6,23.6,23.6,39.5,44,35,8.0,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,19.0,16.8,40.35,40.7,40.0,151.0,161,141,24.98,28.35,21.61,42949.345,47386.34,38512.35,8.34,8.85,7.83,2,0
2022_02_0019270,2022-07-31,2022-08-01,2,37.9927777777778,-7.53638888888889,40.3,40.4,40.2,23.55,23.8,23.3,53.5,56,51,16.0,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,19.9,14.9,34.35,41.0,27.7,267.5,276,259,27.69,27.71,27.67,46792.42,46800.0,46784.84,7.359999999999999,7.79,6.93,2,0
2022_03_0005006,2022-01-18,2022-01-19,2,41.6676980000072,-8.23325700018141,13.5,14.0,13.0,3.3,3.4,3.2,84.5,85,84,53.5,58,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.850000000000001,9.4,8.3,20.15,22.7,17.6,84.5,89,80,9.855,10.05,9.66,30824.15,30843.52,30804.78,1.35,1.35,1.35,2,0
2022_03_0005285,2022-01-19,2022-01-19,1,41.4655555555556,-8.07611111111111,11.2,11.2,11.2,-1.7,-1.7,-1.7,78.0,78,78,41.0,41,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,8.4,8.4,20.5,20.5,20.5,87.0,87,87,10.34,10.34,10.34,30959.82,30959.82,30959.82,1.36,1.36,1.36,1,0
2022_03_0005488,2022-01-20,2022-01-20,1,41.5491666666667,-8.12611111111111,10.1,10.1,10.1,2.2,2.2,2.2,69.0,69,69,49.0,49,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,15.1,15.1,37.1,37.1,37.1,64.0,64,64,10.22,10.22,10.22,30939.17,30939.17,30939.17,1.61,1.61,1.61,1,0
2022_03_0006060,2022-01-22,2022-01-22,1,41.4994830004374,-8.51146700011359,11.7,11.7,11.7,3.5,3.5,3.5,67.0,67,67,48.0,48,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,21.6,21.6,41.0,41.0,41.0,95.0,95,95,10.29,10.29,10.29,31000.15,31000.15,31000.15,2.06,2.06,2.06,1,0
2022_03_0006242,2022-01-22,2022-01-22,1,41.5074770000246,-8.13585999992159,7.7,7.7,7.7,-0.8,-0.8,-0.8,75.0,75,75,50.0,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,22.8,22.8,54.0,54.0,54.0,68.0,68,68,10.58,10.58,10.58,31106.78,31106.78,31106.78,1.59,1.59,1.59,1,0
2022_03_0006312,2022-01-22,2022-01-23,2,41.6462909995185,-8.14633399963379,10.75,11.6,9.9,2.35,2.7,2.0,71.5,80,63,47.0,47,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.65,22.7,12.6,42.3,53.3,31.3,90.5,93,88,10.54,10.62,10.46,31073.775,31103.0,31044.55,1.815,1.94,1.69,2,0
2022_03_0006366,2022-01-23,2022-01-23,1,41.5802530002594,-8.01563300026788,8.2,8.2,8.2,-2.4,-2.4,-2.4,78.0,78,78,48.0,48,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,12.4,12.4,32.0,32.0,32.0,47.0,47,47,10.84,10.84,10.84,31209.33,31209.33,31209.33,1.33,1.33,1.33,1,0
2022_03_0006479,2022-01-23,2022-01-23,1,41.5803249994914,-8.01470499992371,8.3,8.3,8.3,-2.4,-2.4,-2.4,78.0,78,78,48.0,48,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,12.4,12.4,32.0,32.0,32.0,47.0,47,47,10.84,10.84,10.84,31209.33,31209.33,31209.33,1.33,1.33,1.33,1,0
2022_03_0007219,2022-01-25,2022-01-25,1,41.6734619998932,-8.09320199966431,9.0,9.0,9.0,1.0,1.0,1.0,81.0,81,81,54.0,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,12.3,12.3,33.8,33.8,33.8,77.0,77,77,10.8,10.8,10.8,31351.62,31351.62,31351.62,1.37,1.37,1.37,1,0
2022_03_0007548,2022-01-26,2022-01-27,2,41.5813888888889,-8.07,12.65,14.3,11.0,5.55,5.8,5.3,71.0,74,68,47.0,50,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,19.1,17.7,43.95,44.3,43.6,79.5,83,76,10.879999999999999,10.9,10.86,31551.825,31624.34,31479.31,1.975,2.18,1.77,2,0
2022_03_0008042,2022-01-28,2022-01-28,1,41.5130555555556,-8.10388888888889,12.1,12.1,12.1,0.7,0.7,0.7,68.0,68,68,35.0,35,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,15.6,15.6,45.4,45.4,45.4,61.0,61,61,11.78,11.78,11.78,31907.2,31907.2,31907.2,2.07,2.07,2.07,1,0
2022_03_0008095,2022-01-28,2022-01-28,1,41.6757830005222,-8.08316800011529,11.9,11.9,11.9,4.5,4.5,4.5,51.0,51,51,31.0,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,18.4,18.4,56.2,56.2,56.2,75.0,75,75,11.72,11.72,11.72,31921.82,31921.82,31921.82,2.72,2.72,2.72,1,0
2022_03_0008114,2022-01-28,2022-01-28,1,41.5761111111111,-7.96277777777778,11.1,11.1,11.1,-1.5,-1.5,-1.5,77.0,77,77,32.0,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,15.1,15.1,43.6,43.6,43.6,54.0,54,54,11.82,11.82,11.82,31904.08,31904.08,31904.08,1.89,1.89,1.89,1,0
2022_03_0008168,2022-01-28,2022-01-29,2,41.6768199994829,-8.30226500007841,14.85,15.6,14.1,6.25,6.6,5.9,51.0,54,48,31.0,32,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,18.2,16.8,43.05,45.4,40.7,80.0,82,78,11.675,11.73,11.62,31996.46,32085.89,31907.03,2.88,2.94,2.82,2,0
2022_03_0008180,2022-01-28,2022-01-29,2,41.6278219996558,-8.25243299987581,13.95,14.7,13.2,5.300000000000001,5.7,4.9,51.0,54,48,30.5,32,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,18.2,16.8,43.05,45.4,40.7,80.0,82,78,11.675,11.73,11.62,31996.46,32085.89,31907.03,2.79,2.85,2.73,2,0
2022_03_0008182,2022-01-28,2022-01-28,1,41.7733333333333,-8.24916666666667,10.9,10.9,10.9,-1.0,-1.0,-1.0,69.0,69,69,23.0,23,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,12.7,12.7,53.3,53.3,53.3,67.0,67,67,11.78,11.78,11.78,31881.39,31881.39,31881.39,1.95,1.95,1.95,1,0
2022_03_0008253,2022-01-29,2022-01-29,1,41.5808299997118,-8.35111000001431,16.0,16.0,16.0,5.5,5.5,5.5,56.0,56,56,31.0,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,17.3,17.3,41.4,41.4,41.4,91.0,91,91,11.66,11.66,11.66,32091.08,32091.08,32091.08,2.8,2.8,2.8,1,0
2022_03_0008389,2022-01-29,2022-01-29,1,41.5191969998678,-8.26109699991014,14.8,14.8,14.8,4.8,4.8,4.8,53.0,53,53,35.0,35,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,19.8,19.8,40.7,40.7,40.7,78.0,78,78,11.75,11.75,11.75,32125.31,32125.31,32125.31,2.81,2.81,2.81,1,0
2022_03_0008391,2022-01-29,2022-01-29,1,41.7387869999144,-8.32344199975332,16.6,16.6,16.6,0.6,0.6,0.6,70.0,70,70,41.0,41,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,10.8,10.8,29.9,29.9,29.9,54.0,54,54,11.69,11.69,11.69,32051.73,32051.73,32051.73,1.94,1.94,1.94,1,0
2022_03_0008417,2022-01-29,2022-01-29,1,41.6909380001492,-8.04327299965752,16.8,16.8,16.8,4.5,4.5,4.5,58.0,58,58,28.0,28,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,14.2,14.2,40.3,40.3,40.3,74.0,74,74,11.75,11.75,11.75,32066.03,32066.03,32066.03,2.46,2.46,2.46,1,0
2022_03_0008441,2022-01-29,2022-01-29,1,41.7343300000164,-8.30211000005404,16.9,16.9,16.9,0.9,0.9,0.9,70.0,70,70,42.0,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,10.8,10.8,29.9,29.9,29.9,54.0,54,54,11.69,11.69,11.69,32051.73,32051.73,32051.73,1.95,1.95,1.95,1,0
2022_03_0008444,2022-01-29,2022-01-29,1,41.43,-8.14083333333333,14.0,14.0,14.0,-1.3,-1.3,-1.3,74.0,74,74,38.0,38,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,13.7,13.7,35.3,35.3,35.3,74.0,74,74,11.84,11.84,11.84,32159.22,32159.22,32159.22,1.91,1.91,1.91,1,0
2022_03_0008446,2022-01-29,2022-01-29,1,41.5436111111111,-8.03805555555556,13.0,13.0,13.0,-1.7,-1.7,-1.7,70.0,70,70,35.0,35,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,13.9,13.9,37.4,37.4,37.4,64.0,64,64,11.92,11.92,11.92,32153.29,32153.29,32153.29,1.92,1.92,1.92,1,0
2022_03_0008615,2022-01-30,2022-01-30,1,41.631454000473,-8.09951800028483,15.6,15.6,15.6,4.6,4.6,4.6,66.0,66,66,33.0,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,11.9,11.9,30.6,30.6,30.6,87.0,87,87,11.53,11.53,11.53,32190.72,32190.72,32190.72,2.29,2.29,2.29,1,0
2022_03_0008771,2022-01-30,2022-01-30,1,41.5691666666667,-7.83722222222222,13.6,13.6,13.6,-1.5,-1.5,-1.5,67.0,67,67,21.0,21,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,12.2,12.2,29.2,29.2,29.2,50.0,50,50,11.78,11.78,11.78,32254.6,32254.6,32254.6,1.96,1.96,1.96,1,0
2022_03_0008793,2022-01-30,2022-01-30,1,41.5283333333333,-8.03111111111111,13.3,13.3,13.3,-1.4,-1.4,-1.4,70.0,70,70,33.0,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,11.8,11.8,30.2,30.2,30.2,59.0,59,59,11.73,11.73,11.73,32259.31,32259.31,32259.31,1.84,1.84,1.84,1,0
2022_03_0008817,2022-01-30,2022-01-30,1,41.5372222222222,-8.09805555555556,12.3,12.3,12.3,-2.5,-2.5,-2.5,69.0,69,69,33.0,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,11.8,11.8,30.2,30.2,30.2,59.0,59,59,11.73,11.73,11.73,32259.31,32259.31,32259.31,1.78,1.78,1.78,1,0
2022_03_0008936,2022-01-31,2022-01-31,1,41.5450820000966,-8.31461499955919,15.9,15.9,15.9,0.3,0.3,0.3,81.0,81,81,40.0,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,10.5,10.5,23.4,23.4,23.4,83.0,83,83,11.76,11.76,11.76,32497.25,32497.25,32497.25,1.7,1.7,1.7,1,0
2022_03_0009236,2022-01-31,2022-02-01,2,41.6477820004357,-8.10941299968296,15.2,15.7,14.7,3.8,5.5,2.1,73.0,77,69,39.5,44,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.450000000000001,18.1,12.8,38.5,46.4,30.6,71.0,80,62,11.625,11.81,11.44,32436.260000000002,32489.58,32382.94,2.0500000000000003,2.24,1.86,2,0
2022_03_0009417,2022-02-01,2022-02-01,1,41.7238169998593,-8.24011800024245,12.6,12.6,12.6,2.7,2.7,2.7,73.0,73,73,50.0,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,13.1,13.1,58.7,58.7,58.7,71.0,71,71,11.57,11.57,11.57,32578.91,32578.91,32578.91,1.82,1.82,1.82,1,0
2022_03_0009514,2022-02-01,2022-02-02,2,41.6825,-8.24222222222222,13.350000000000001,14.3,12.4,5.199999999999999,6.6,3.8,73.0,79,67,51.5,53,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,25.8,19.8,70.4,77.8,63.0,80.0,85,75,11.695,11.86,11.53,32655.725,32805.97,32505.48,2.09,2.15,2.03,2,0
2022_03_0011768,2022-02-09,2022-02-09,1,41.5166666666667,-8.22361111111111,16.5,16.5,16.5,4.9,4.9,4.9,86.0,86,86,52.0,52,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,12.8,12.8,24.1,24.1,24.1,70.0,70,70,12.69,12.69,12.69,33949.47,33949.47,33949.47,2.02,2.02,2.02,1,0
2022_03_0012199,2022-02-10,2022-02-10,1,41.6738888888889,-7.98916666666667,13.5,13.5,13.5,4.5,4.5,4.5,92.0,92,92,62.0,62,62,0.5,0.5,0.5,0.5,0.5,0.5,2.0,2.0,2.0,14.2,14.2,14.2,33.5,33.5,33.5,277.0,277,277,12.03,12.03,12.03,32004.33,32004.33,32004.33,1.65,1.65,1.65,1,0
2022_03_0012339,2022-02-10,2022-02-10,1,41.7530555555556,-8.30916666666667,14.9,14.9,14.9,5.6,5.6,5.6,92.0,92,92,51.0,51,51,0.3,0.3,0.3,0.3,0.3,0.3,1.0,1.0,1.0,11.8,11.8,11.8,34.2,34.2,34.2,181.0,181,181,11.91,11.91,11.91,34048.83,34048.83,34048.83,1.77,1.77,1.77,1,0
2022_03_0016535,2022-02-24,2022-02-25,2,41.7349549999502,-8.22598999977112,14.05,14.8,13.3,5.4,5.5,5.3,71.5,75,68,50.0,58,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.5,16.5,51.15,53.3,49.0,63.0,71,55,14.754999999999999,15.4,14.11,34211.630000000005,34575.68,33847.58,2.38,2.66,2.1,2,0
2022_03_0016847,2022-02-25,2022-02-25,1,41.7305599996779,-8.33443999999099,17.3,17.3,17.3,4.1,4.1,4.1,82.0,82,82,40.0,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,11.4,11.4,37.8,37.8,37.8,49.0,49,49,15.45,15.45,15.45,35471.67,35471.67,35471.67,2.53,2.53,2.53,1,0
2022_03_0017024,2022-02-26,2022-02-26,1,41.5955555555556,-8.19388888888889,13.3,13.3,13.3,6.5,6.5,6.5,92.0,92,92,51.0,51,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,21.6,21.6,51.5,51.5,51.5,91.0,91,91,13.01,13.01,13.01,34242.29,34242.29,34242.29,2.48,2.48,2.48,1,0
2022_03_0017654,2022-02-28,2022-02-28,1,41.4194444444444,-8.22027777777778,17.1,17.1,17.1,4.7,4.7,4.7,96.0,96,96,53.0,53,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,10.8,10.8,24.1,24.1,24.1,114.0,114,114,14.01,14.01,14.01,33202.64,33202.64,33202.64,2.2,2.2,2.2,1,0
2022_03_0023239,2022-03-19,2022-03-19,1,41.6281529998779,-8.17542800002628,16.2,16.2,16.2,8.5,8.5,8.5,76.0,76,76,48.0,48,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,16.9,16.9,41.8,41.8,41.8,111.0,111,111,17.59,17.59,17.59,39319.97,39319.97,39319.97,2.99,2.99,2.99,1,0
2022_03_0025044,2022-03-25,2022-03-25,1,41.53,-8.03888888888889,15.6,15.6,15.6,7.2,7.2,7.2,88.0,88,88,52.0,52,52,1.9,1.9,1.9,1.9,1.9,1.9,3.0,3.0,3.0,18.1,18.1,18.1,46.1,46.1,46.1,69.0,69,69,14.1,14.1,14.1,35654.0,35654.0,35654.0,2.29,2.29,2.29,0,0
2022_03_0026164,2022-03-28,2022-03-28,1,41.4730555555556,-8.09944444444444,17.4,17.4,17.4,8.1,8.1,8.1,84.0,84,84,52.0,52,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,10.1,10.1,27.4,27.4,27.4,74.0,74,74,16.97,16.97,16.97,31888.73,31888.73,31888.73,2.79,2.79,2.79,1,0
2022_03_0026218,2022-03-29,2022-03-29,1,41.4933333333333,-8.09555555555556,16.6,16.6,16.6,7.4,7.4,7.4,88.0,88,88,55.0,55,55,5.5,5.5,5.5,5.5,5.5,5.5,5.0,5.0,5.0,11.6,11.6,11.6,33.5,33.5,33.5,41.0,41,41,17.13,17.13,17.13,40583.73,40583.73,40583.73,2.62,2.62,2.62,0,0
2022_03_0026753,2022-03-30,2022-03-30,1,41.415,-8.1575,14.8,14.8,14.8,3.4,3.4,3.4,97.0,97,97,49.0,49,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,17.1,17.1,37.4,37.4,37.4,321.0,321,321,18.94,18.94,18.94,41313.16,41313.16,41313.16,2.72,2.72,2.72,1,0
2022_03_0028274,2022-04-04,2022-04-04,1,41.4122222222222,-8.00916666666667,13.5,13.5,13.5,1.5,1.5,1.5,63.0,63,63,30.0,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,23.1,23.1,61.2,61.2,61.2,67.0,67,67,24.26,24.26,24.26,42258.77,42258.77,42258.77,3.73,3.73,3.73,1,0
2022_03_0028491,2022-04-05,2022-04-05,1,41.7362920000818,-8.29715499983893,15.3,15.3,15.3,0.4,0.4,0.4,81.0,81,81,35.0,35,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,13.6,13.6,30.6,30.6,30.6,40.0,40,40,18.41,18.41,18.41,35468.91,35468.91,35468.91,2.8,2.8,2.8,1,0
2022_03_0031981,2022-04-17,2022-04-17,1,41.5311111111111,-8.03,22.0,22.0,22.0,9.4,9.4,9.4,100.0,100,100,37.0,37,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,26.6,26.6,26.6,3.0,3,3,22.05,22.05,22.05,42436.85,42436.85,42436.85,3.84,3.84,3.84,1,0
2022_03_0032419,2022-04-19,2022-04-19,1,41.6915400001738,-8.21466000027127,11.5,11.5,11.5,4.1,4.1,4.1,88.0,88,88,53.0,53,53,1.2,1.2,1.2,1.2,1.2,1.2,5.0,5.0,5.0,24.5,24.5,24.5,72.4,72.4,72.4,5.0,5,5,23.0,23.0,23.0,45352.51,45352.51,45352.51,2.85,2.85,2.85,0,0
2022_03_0032928,2022-04-20,2022-04-21,2,41.4526019999716,-8.39110500017802,14.45,15.3,13.6,4.199999999999999,4.6,3.8,90.5,94,87,50.0,59,41,4.25,8.5,0.0,4.25,8.5,0.0,6.0,12.0,0.0,22.9,23.3,22.5,51.45,53.6,49.3,275.5,344,207,18.535,22.5,14.57,38136.94,45465.95,30807.93,2.91,3.61,2.21,1,0
2022_03_0037525,2022-05-06,2022-05-06,1,41.4208333333333,-8.01166666666667,23.8,23.8,23.8,10.0,10.0,10.0,91.0,91,91,36.0,36,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,12.1,12.1,30.2,30.2,30.2,70.0,70,70,28.08,28.08,28.08,46800.0,46800.0,46800.0,4.95,4.95,4.95,1,0
2022_03_0037839,2022-05-07,2022-05-07,1,41.7350920000341,-8.44436999956767,23.8,23.8,23.8,10.2,10.2,10.2,83.0,83,83,39.0,39,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,9.1,9.1,23.4,23.4,23.4,26.0,26,26,25.52,25.52,25.52,45888.21,45888.21,45888.21,4.75,4.75,4.75,1,0
2022_03_0038066,2022-05-07,2022-05-08,2,41.4588888888889,-8.04666666666667,23.95,24.4,23.5,10.2,11.4,9.0,83.0,84,82,31.5,35,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.35,12.0,8.7,27.0,30.6,23.4,71.5,89,54,27.28,27.42,27.14,45318.475,46840.61,43796.34,5.025,5.07,4.98,2,0
2022_03_0038131,2022-05-07,2022-05-08,2,41.7388469998042,-8.31063799964057,25.1,25.6,24.6,11.45,11.9,11.0,84.5,86,83,40.0,41,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55,10.0,9.1,23.6,23.8,23.4,191.0,356,26,26.189999999999998,26.86,25.52,44564.43,45888.21,43240.65,4.98,5.12,4.84,2,0
