incident_id,source_file,date,lat,lon,temp_max,temp_min,rh_max,rh_min,precip_sum,rain_sum,precip_hours,wind_max,gust_max,wind_dir,radiation,sunshine,et0
20240117528,2024.csv,2024-01-27,40.9602777777778,-8.05777777777778,15.8,7.5,92,63,0.0,0.0,0.0,11.9,27.4,71,9.13,29165.32,1.56
20240125430,2024.csv,2024-01-29,41.8669444444444,-7.74277777777778,12.8,6.7,93,52,0.3,0.3,1.0,14.7,35.6,156,10.08,30159.01,1.91
20240127387,2024.csv,2024-01-30,42.0372222222222,-8.2425,15.5,4.7,100,61,0.0,0.0,0.0,7.1,23.0,128,9.56,28988.51,1.38
20240127584,2024.csv,2024-01-30,41.5930349996355,-8.17588500022888,16.8,7.6,93,57,0.0,0.0,0.0,12.7,26.3,82,10.12,30784.5,1.55
20240134151,2024.csv,2024-01-31,41.0094444444444,-8.0975,12.0,4.4,86,62,0.0,0.0,0.0,11.2,29.5,92,11.29,32428.28,1.52
20240134151,2024.csv,2024-02-01,41.0094444444444,-8.0975,12.8,3.6,83,54,0.0,0.0,0.0,9.5,31.0,92,11.78,31954.38,1.69
20240134515,2024.csv,2024-01-31,41.8019129999479,-8.70452199988895,16.4,4.2,95,50,0.0,0.0,0.0,8.7,19.1,28,10.92,32068.03,1.57
20240134515,2024.csv,2024-02-01,41.8019129999479,-8.70452199988895,16.7,3.3,94,51,0.0,0.0,0.0,7.4,13.7,26,11.15,31772.52,1.6
20240137125,2024.csv,2024-02-01,41.7922222222222,-7.81222222222222,15.0,8.3,75,43,0.0,0.0,0.0,11.0,16.2,77,11.52,31680.86,2.15
20240138119,2024.csv,2024-02-01,41.7488888888889,-8.27194444444445,19.1,4.6,92,47,0.0,0.0,0.0,9.7,23.0,53,11.23,31563.17,1.75
20240138629,2024.csv,2024-02-01,41.7524080000983,-8.33047499974569,18.0,5.5,84,42,0.0,0.0,0.0,8.3,23.0,65,11.27,31596.39,1.76
20240142076,2024.csv,2024-02-02,40.9658333333333,-8.05027777777778,11.9,6.2,86,59,0.0,0.0,0.0,14.3,40.3,58,11.82,32730.23,1.77
20240142076,2024.csv,2024-02-03,40.9658333333333,-8.05027777777778,13.4,4.8,95,61,0.0,0.0,0.0,12.1,36.7,67,11.84,33033.66,1.59
20240144766,2024.csv,2024-02-03,41.8005555555556,-7.79694444444444,12.7,4.1,87,61,0.0,0.0,0.0,18.0,34.6,108,11.91,32752.06,1.68
20240145010,2024.csv,2024-02-03,40.9975,-7.99,11.3,3.0,93,64,0.0,0.0,0.0,11.2,32.8,98,11.74,33016.43,1.45
20240145530,2024.csv,2024-02-03,42.0347200000286,-8.13667000002331,13.8,1.1,90,45,0.0,0.0,0.0,9.1,27.0,113,11.74,32765.48,1.6
20240145706,2024.csv,2024-02-03,41.6733400000466,-8.13015000025431,17.2,8.4,86,49,0.0,0.0,0.0,17.5,43.2,89,11.61,32741.75,2.08
20240145751,2024.csv,2024-02-03,41.9157239998711,-6.91451800028483,13.4,5.2,87,55,0.0,0.0,0.0,16.0,37.8,88,11.78,32483.86,1.84
20240149151,2024.csv,2024-02-04,42.055,-8.26055555555556,15.4,5.7,87,60,0.0,0.0,0.0,7.4,15.8,100,11.63,32536.61,1.64
20240149837,2024.csv,2024-02-04,40.8472980001238,-8.2879270002577,13.8,5.3,86,55,0.0,0.0,0.0,7.3,17.3,111,12.07,32336.52,1.67
20240157586,2024.csv,2024-02-06,41.8786111111111,-8.20861111111111,13.6,6.0,100,67,0.0,0.0,0.0,11.9,29.2,150,12.05,32986.0,1.54
20240157606,2024.csv,2024-02-06,41.9919444444444,-8.46888888888889,15.1,5.6,99,63,0.0,0.0,0.0,13.5,31.3,186,11.56,33050.75,1.56
20240162837,2024.csv,2024-02-07,41.0361111111111,-8.06527777777778,13.3,5.1,98,74,0.4,0.4,3.0,17.0,50.8,177,6.93,16525.57,1.03
20240220088,2024.csv,2024-02-21,41.6822222222222,-7.90166666666667,10.4,4.1,100,63,0.1,0.1,1.0,16.6,36.4,255,7.73,14245.58,1.07
20240339399,2024.csv,2024-03-20,41.8997270001305,-8.44495500034756,17.1,7.4,93,64,0.0,0.0,0.0,20.7,43.2,350,18.55,39613.29,2.53
20240347160,2024.csv,2024-03-22,42.0344350000222,-8.22418299992879,23.4,10.1,92,45,0.0,0.0,0.0,17.1,48.6,74,20.61,40547.31,3.86
20240349658,2024.csv,2024-03-22,41.662835000356,-8.09302300029331,22.0,11.5,80,38,0.0,0.0,0.0,16.3,40.0,55,20.91,40329.0,4.09
20240349923,2024.csv,2024-03-22,41.7403570000331,-7.94815199957954,20.2,10.3,85,35,0.0,0.0,0.0,15.3,45.4,68,20.96,40424.52,3.94
20240351221,2024.csv,2024-03-22,41.5822222222222,-7.95861111111111,22.2,7.0,89,46,0.0,0.0,0.0,10.5,28.8,49,20.88,40319.29,3.59
20240351221,2024.csv,2024-03-23,41.5822222222222,-7.95861111111111,19.4,8.3,94,50,0.0,0.0,0.0,17.1,42.5,61,21.09,40529.58,3.31
20240351496,2024.csv,2024-03-23,40.9913888888889,-8.11111111111111,20.3,11.8,78,52,0.0,0.0,0.0,21.1,56.2,97,20.53,40652.09,3.76
20240351784,2024.csv,2024-03-23,41.9666666666667,-8.56527777777778,22.2,8.9,88,47,0.0,0.0,0.0,13.8,37.8,67,20.92,40889.42,3.61
20240352894,2024.csv,2024-03-23,41.1566770002577,-8.25685200002458,21.2,13.7,79,52,0.0,0.0,0.0,32.9,70.9,93,19.98,40554.61,4.12
20240354700,2024.csv,2024-03-23,41.9537820000119,-8.59636400010851,22.6,10.0,89,58,0.0,0.0,0.0,14.8,34.2,21,20.87,40903.91,3.51
20240355120,2024.csv,2024-03-23,41.8990200000339,-8.47768799993727,23.0,10.4,89,58,0.0,0.0,0.0,14.8,34.2,21,20.87,40903.91,3.54
20240355120,2024.csv,2024-03-24,41.8990200000339,-8.47768799993727,20.3,5.9,91,57,0.0,0.0,0.0,12.3,29.2,11,21.2,40716.11,3.31
20240355380,2024.csv,2024-03-23,41.9669444444444,-8.5975,22.2,10.6,86,61,0.0,0.0,0.0,18.4,38.9,23,20.75,40917.95,3.63
20240355380,2024.csv,2024-03-24,41.9669444444444,-8.5975,20.3,6.8,87,53,0.0,0.0,0.0,13.9,32.0,26,21.03,40836.09,3.35
20240355886,2024.csv,2024-03-24,41.5383333333333,-8.09555555555556,18.3,6.8,87,37,0.0,0.0,0.0,16.0,40.3,63,21.78,40665.73,3.53
20240357105,2024.csv,2024-03-24,41.6491666666667,-7.9125,16.1,8.1,79,40,0.0,0.0,0.0,19.3,43.9,66,21.7,40567.58,3.68
20240357422,2024.csv,2024-03-24,41.5688888888889,-8.08222222222222,18.5,10.3,72,37,0.0,0.0,0.0,22.0,47.9,67,21.61,40680.41,4.18
20240358921,2024.csv,2024-03-24,41.0186111111111,-8.15805555555556,18.8,9.2,63,38,0.0,0.0,0.0,16.4,42.5,100,22.29,40882.1,4.22
20240359148,2024.csv,2024-03-24,41.761720000373,-8.79952200041877,20.8,7.2,87,57,0.0,0.0,0.0,10.7,24.5,19,20.94,40613.55,3.39
20240359148,2024.csv,2024-03-25,41.761720000373,-8.79952200041877,10.3,3.6,96,68,2.3,2.3,10.0,21.1,51.5,318,11.23,13942.22,1.41
20240359743,2024.csv,2024-03-24,41.4695280000899,-7.76403699980842,14.8,5.1,81,42,0.0,0.0,0.0,15.0,33.5,88,21.9,40539.27,3.29
20240359743,2024.csv,2024-03-25,41.4695280000899,-7.76403699980842,10.7,0.1,90,37,1.6,1.5,9.0,25.7,57.6,274,13.87,30213.13,1.73
20240360097,2024.csv,2024-03-25,41.3347029999892,-7.81298000017802,10.7,0.7,91,36,2.3,1.5,8.0,23.5,59.0,290,12.62,26947.75,1.61
20240408631,2024.csv,2024-04-05,41.1675400000148,-8.25836300002204,22.2,9.1,88,32,0.0,0.0,0.0,18.7,45.4,153,21.22,39952.45,4.32
20240408940,2024.csv,2024-04-05,41.5850850000646,-8.20739499992794,21.9,11.5,80,37,0.0,0.0,0.0,24.3,52.9,156,19.73,35736.3,4.36
20240408940,2024.csv,2024-04-06,41.5850850000646,-8.20739499992794,15.1,10.1,98,71,16.6,16.6,19.0,20.1,49.3,207,7.51,508.72,1.36
20240408996,2024.csv,2024-04-05,41.8535630000962,-8.80402000003391,23.7,13.7,87,37,0.1,0.1,1.0,31.6,72.7,172,15.36,22012.16,4.28
20240409704,2024.csv,2024-04-05,42.0787860001458,-8.23103599972195,20.2,9.8,87,29,0.4,0.4,3.0,28.4,81.4,184,17.96,31215.22,4.01
20240410318,2024.csv,2024-04-06,40.8683840000629,-8.22757399982876,14.7,7.1,96,54,14.7,14.7,14.0,18.4,62.6,179,6.4,0.0,1.25
20240439097,2024.csv,2024-04-12,41.4628719997406,-7.73250500043233,22.2,10.1,91,46,0.0,0.0,0.0,11.1,19.8,109,24.81,44331.45,4.49
20240443369,2024.csv,2024-04-13,41.4263888888889,-8.01888888888889,25.4,11.8,94,54,0.0,0.0,0.0,11.9,26.3,20,23.47,43342.75,4.3
