incident_id,start_date,end_date,n_days,lat_first,lon_first,mean_temp_max,temp_max_max,temp_max_min,mean_temp_min,temp_min_max,temp_min_min,rh_max_mean,rh_max_max,rh_max_min,rh_min_mean,rh_min_max,rh_min_min,precip_sum_mean,precip_sum_max,precip_sum_min,rain_sum_mean,rain_sum_max,rain_sum_min,precip_hours_mean,precip_hours_max,precip_hours_min,wind_max_mean,wind_max_max,wind_max_min,gust_max_mean,gust_max_max,gust_max_min,wind_dir_mean,wind_dir_max,wind_dir_min,radiation_mean,radiation_max,radiation_min,sunshine_mean,sunshine_max,sunshine_min,et0_mean,et0_max,et0_min,dry_day_sum,high_wind_sum
20231214169,2023-10-01,2023-10-01,1,40.7669444444444,-7.83555555555556,30.8,30.8,30.8,18.5,18.5,18.5,67.0,67,67,31.0,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,12.9,12.9,26.3,26.3,26.3,78.0,78,78,18.42,18.42,18.42,38834.96,38834.96,38834.96,4.67,4.67,4.67,1,0
20231214806,2023-10-01,2023-10-02,2,37.232587000529,-8.83986999988556,28.4,29.2,27.6,19.4,20.1,18.7,80.0,84,76,35.0,40,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.549999999999997,32.8,16.3,42.849999999999994,59.8,25.9,77.5,125,30,19.13,19.45,18.81,39182.67,39227.93,39137.41,5.045,6.2,3.89,2,1
20231222215,2023-10-03,2023-10-03,1,41.1352850000064,-8.25108299997118,26.5,26.5,26.5,13.7,13.7,13.7,100.0,100,100,43.0,43,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,7.7,7.7,20.9,20.9,20.9,72.0,72,72,17.48,17.48,17.48,38690.63,38690.63,38690.63,3.23,3.23,3.23,1,0
20231239753,2023-10-07,2023-10-07,1,41.2451530000899,-8.13535499996609,29.9,29.9,29.9,16.5,16.5,16.5,61.0,61,61,29.0,29,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,12.6,12.6,32.0,32.0,32.0,99.0,99,99,16.83,16.83,16.83,36770.78,36770.78,36770.78,4.19,4.19,4.19,1,0
20231240484,2023-10-07,2023-10-07,1,41.297970000373,-8.57004499991735,32.3,32.3,32.3,19.4,19.4,19.4,62.0,62,62,27.0,27,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,18.8,18.8,32.4,32.4,32.4,95.0,95,95,16.32,16.32,16.32,38161.15,38161.15,38161.15,5.27,5.27,5.27,1,0
20231240923,2023-10-07,2023-10-07,1,38.0991666666667,-7.65416666666667,34.1,34.1,34.1,19.2,19.2,19.2,91.0,91,91,20.0,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,13.6,13.6,30.6,30.6,30.6,152.0,152,152,16.49,16.49,16.49,38361.93,38361.93,38361.93,4.5,4.5,4.5,1,0
20231241484,2023-10-07,2023-10-08,2,41.4955555555556,-8.08888888888889,29.05,29.5,28.6,14.100000000000001,14.3,13.9,68.5,71,66,30.5,32,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,11.2,9.8,23.0,24.8,21.2,52.0,64,40,16.915,16.96,16.87,37796.01,37966.72,37625.3,3.7649999999999997,3.92,3.61,2,0
20231242890,2023-10-08,2023-10-08,1,41.445,-8.08861111111111,28.4,28.4,28.4,14.4,14.4,14.4,63.0,63,63,32.0,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,6.6,6.6,16.6,16.6,16.6,83.0,83,83,16.85,16.85,16.85,37976.0,37976.0,37976.0,3.48,3.48,3.48,1,0
20231244925,2023-10-08,2023-10-08,1,39.7438888888889,-8.83916666666667,32.2,32.2,32.2,15.7,15.7,15.7,94.0,94,94,31.0,31,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,11.6,11.6,24.8,24.8,24.8,68.0,68,68,17.19,17.19,17.19,38191.51,38191.51,38191.51,3.89,3.89,3.89,1,0
20231246020,2023-10-08,2023-10-09,2,41.8242030000687,-7.06868199997478,27.15,27.2,27.1,14.7,14.8,14.6,62.0,63,61,28.0,30,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,10.5,8.9,20.299999999999997,21.2,19.4,66.5,78,55,16.75,16.85,16.65,37811.604999999996,37864.06,37759.15,3.66,3.68,3.64,2,0
