incident_id,source_file,date,lat,lon,temp_max,temp_min,rh_max,rh_min,precip_sum,rain_sum,precip_hours,wind_max,gust_max,wind_dir,radiation,sunshine,et0
20231214169,2023.csv,2023-10-01,40.7669444444444,-7.83555555555556,30.8,18.5,67,31,0.0,0.0,0.0,12.9,26.3,76,18.42,38834.96,4.66
20231214806,2023.csv,2023-10-01,37.232587000529,-8.83986999988556,29.2,20.1,75,30,0.0,0.0,0.0,32.8,59.8,125,19.45,39227.93,6.29
20231214806,2023.csv,2023-10-02,37.232587000529,-8.83986999988556,27.6,18.7,84,40,0.0,0.0,0.0,16.2,25.6,45,18.81,39137.41,3.89
20231222215,2023.csv,2023-10-03,41.1352850000064,-8.25108299997118,26.5,13.7,100,43,0.0,0.0,0.0,7.7,20.9,73,17.48,38690.63,3.23
20231239753,2023.csv,2023-10-07,41.2451530000899,-8.13535499996609,29.9,16.5,61,29,0.0,0.0,0.0,12.6,32.0,99,16.83,36770.78,4.17
20231240484,2023.csv,2023-10-07,41.297970000373,-8.57004499991735,32.3,19.4,62,27,0.0,0.0,0.0,18.8,32.4,95,16.32,38161.15,5.35
20231240923,2023.csv,2023-10-07,38.0991666666667,-7.65416666666667,34.1,19.2,91,20,0.0,0.0,0.0,13.6,30.6,151,16.49,38361.93,4.49
20231241484,2023.csv,2023-10-07,41.4955555555556,-8.08888888888889,29.5,14.3,66,29,0.0,0.0,0.0,11.2,24.8,63,16.96,37625.3,3.93
20231241484,2023.csv,2023-10-08,41.4955555555556,-8.08888888888889,28.6,13.9,69,32,0.0,0.0,0.0,9.8,21.2,40,16.87,37966.72,3.62
20231242890,2023.csv,2023-10-08,41.445,-8.08861111111111,28.4,14.4,63,32,0.0,0.0,0.0,6.6,16.6,82,16.85,37976.0,3.47
20231244925,2023.csv,2023-10-08,39.7438888888889,-8.83916666666667,32.2,15.7,94,31,0.0,0.0,0.0,11.6,24.8,67,17.19,38191.51,3.87
20231246020,2023.csv,2023-10-08,41.8242030000687,-7.06868199997478,27.2,14.8,63,30,0.0,0.0,0.0,10.5,21.2,79,16.65,37864.06,3.66
20231246020,2023.csv,2023-10-09,41.8242030000687,-7.06868199997478,27.1,14.8,61,26,0.0,0.0,0.0,8.9,19.4,54,16.85,37759.15,3.67
20231256200,2023.csv,2023-10-10,41.1325519996219,-8.24975300047133,29.8,15.3,68,27,0.0,0.0,0.0,11.9,24.1,91,16.2,37476.58,3.7
20231256200,2023.csv,2023-10-11,41.1325519996219,-8.24975300047133,28.0,14.7,71,34,0.0,0.0,0.0,9.4,22.7,129,15.84,37512.56,3.35
20231258303,2023.csv,2023-10-11,41.7367680001259,-8.44729500028822,24.3,12.4,87,49,0.0,0.0,0.0,8.5,22.3,124,15.38,36907.21,2.85
20231261286,2023.csv,2023-10-12,42.0560579999288,-8.28742699993981,25.9,15.5,78,30,0.0,0.0,0.0,16.8,41.4,183,13.87,36920.47,3.57
20231263514,2023.csv,2023-10-12,41.2403299999237,-7.87754499965244,22.5,9.1,64,23,0.0,0.0,0.0,9.8,30.2,34,15.47,37334.38,3.16
20231263732,2023.csv,2023-10-12,41.0019444444444,-7.88,25.0,13.7,74,25,0.0,0.0,0.0,15.1,34.6,211,15.8,37366.92,3.69
20231264990,2023.csv,2023-10-12,41.7701200000445,-8.8244529999627,25.4,14.5,74,32,0.0,0.0,0.0,18.4,48.2,155,13.13,36606.58,3.37
20231265200,2023.csv,2023-10-12,41.4698949999279,-7.63384000000026,24.0,14.1,63,28,0.0,0.0,0.0,13.8,31.7,201,15.61,37301.58,3.75
20231265200,2023.csv,2023-10-13,41.4698949999279,-7.63384000000026,17.8,14.3,83,33,1.2,1.2,8.0,19.6,43.6,214,6.14,8239.62,2.08
20231265214,2023.csv,2023-10-12,41.9829429997338,-8.55333699994617,24.3,15.0,70,29,0.0,0.0,0.0,18.1,45.4,166,14.04,36907.45,3.92
20231265214,2023.csv,2023-10-13,41.9829429997338,-8.55333699994617,18.2,14.6,90,41,16.3,16.3,15.0,23.4,61.2,174,2.93,1457.22,1.62
20231265422,2023.csv,2023-10-12,42.0580779997508,-8.33286000039842,26.0,15.6,78,30,0.0,0.0,0.0,16.8,41.4,183,13.87,36920.47,3.58
20231265422,2023.csv,2023-10-13,42.0580779997508,-8.33286000039842,20.3,16.1,94,41,13.4,13.4,15.0,21.9,63.0,195,2.9,1086.56,1.38
20231265672,2023.csv,2023-10-12,41.228269999822,-7.83650700012843,26.6,13.1,65,24,0.0,0.0,0.0,9.8,30.2,34,15.47,37334.38,3.45
20231265672,2023.csv,2023-10-13,41.228269999822,-7.83650700012843,20.4,15.3,84,40,2.0,2.0,8.0,10.1,41.8,186,6.32,10542.61,1.44
20231265717,2023.csv,2023-10-12,41.4577777777778,-8.065,25.8,13.3,70,27,0.0,0.0,0.0,13.0,30.6,189,15.13,37301.59,3.4
20231265717,2023.csv,2023-10-13,41.4577777777778,-8.065,19.7,14.9,86,39,2.0,2.0,7.0,17.4,48.6,211,5.39,8206.95,1.8
20231265738,2023.csv,2023-10-12,41.5605555555556,-8.05972222222222,24.7,12.5,77,30,0.0,0.0,0.0,14.6,38.2,260,15.1,37141.36,3.37
20231265738,2023.csv,2023-10-13,41.5605555555556,-8.05972222222222,18.3,14.1,89,41,3.2,3.2,9.0,12.5,45.0,242,4.73,1782.42,1.31
